$\ddot x^0$,$\ddot y^0$,$\omega_z^0$,$\ddot x^1$,$\ddot y^1$,$\omega_z^1$,$\ddot x^2$,$\ddot y^2$,$\omega_z^2$,$\ddot x^3$,$\ddot y^3$,$\omega_z^3$,$\dot x^4$,$\dot y^4$,$\ddot x^4$,$\ddot y^4$,$\dot x^5$,$\dot y^5$,$\ddot x^5$,$\ddot y^5$
2.294022892427137528e+00,9.221620103369135180e+00,1.038145967707776895e+00,-4.794670058952269720e+00,7.852429685329775921e+00,1.214572954046999054e-01,2.658960905881391223e+00,9.003861523750805063e+00,-4.766697382311808617e-01,7.847389723376169135e-02,9.593824995218536600e+00,-5.494688310246476082e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.758577970916394673e+00,9.439758827849953349e+00,1.064839759620102022e+00,-4.822548281670209214e+00,8.231160520101290956e+00,1.285716463955088873e-01,2.416893797666194388e+00,9.299587019065192806e+00,-4.375753982974469047e-01,2.366548349462140877e-01,9.500244557752278496e+00,-5.797979154500660925e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.579945825823462879e+00,9.444145522532499726e+00,1.052238861820571802e+00,-5.182451577620917682e+00,8.027158113131967809e+00,1.701506892922227954e-01,1.901870506144609729e+00,9.252003399139256956e+00,-4.802118340399645358e-01,-4.635617483882364942e-01,9.625514924963006536e+00,-5.617250621806351152e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.441112232147824912e+00,9.524108465119271116e+00,9.763146716467919761e-01,-5.131716431458190009e+00,7.808637902453066104e+00,2.155529528121835348e-01,9.768250893286969383e-01,9.952726365441222356e+00,-4.922426023292604813e-01,-4.580812955835396050e-01,9.530052810543983455e+00,-5.605533564247564549e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.433317694587652014e+00,9.988983599597251128e+00,9.533436223634055295e-01,-5.052044623062578843e+00,7.595562904275869442e+00,2.082276559721507603e-01,3.101411226018168099e-01,9.692872383223535948e+00,-5.274093064413715171e-01,-1.367494249758190339e+00,9.979235165696367815e+00,-5.343575039886829803e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.257339920147775736e+00,9.665617846075409858e+00,8.895009324199014689e-01,-5.246113976574573456e+00,7.904132383424895991e+00,2.659217370923143697e-01,1.592117222179725566e-01,9.780753788555832884e+00,-5.753665098910784037e-01,-1.251948935970017329e+00,9.674538424641209389e+00,-5.091024092421071456e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.785726196810375033e+00,9.522727626402591738e+00,9.050258198437035606e-01,-5.406208766601720228e+00,8.132220399596320703e+00,3.146517579830538369e-01,-1.696108546583931787e-01,9.861892799853915648e+00,-6.458553796696393512e-01,-1.604784814916567104e+00,9.890806298767897076e+00,-4.389336591075128080e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.387660049065918333e+00,9.606372195687995941e+00,8.234249439457075326e-01,-4.760419908352925944e+00,7.539385818779033244e+00,3.187088230823970636e-01,-9.133129153881722195e-02,1.011630213409319801e+01,-6.705918892387858765e-01,-1.727969212392306941e+00,9.749189692027174559e+00,-3.448169060687515941e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.462258656796522338e+00,9.337767151273588695e+00,8.160198068082340495e-01,-5.000086632679689558e+00,7.530867531834172013e+00,3.806673866641504533e-01,3.455815306389618535e-01,1.028937246537536510e+01,-7.507747807852055422e-01,-1.168865737347039024e+00,9.939625819601101142e+00,-3.342006735695541852e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.841136929191955041e+00,9.430900839307923889e+00,8.171576341355575313e-01,-4.730196168879167828e+00,7.967583900916793915e+00,3.912377088760157218e-01,6.993793116191974191e-01,9.768848854173560525e+00,-8.186683360088898853e-01,-1.122254069498862528e+00,9.804141334537488817e+00,-2.589473598477326499e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.822236623215851559e+00,8.796517809640747032e+00,7.468767671572723588e-01,-4.666260894603499132e+00,7.929303794004254335e+00,4.288483765381587154e-01,1.495523239281256522e+00,9.556112603452094234e+00,-8.541064452227449255e-01,-4.796047770003903921e-01,9.905789090345960446e+00,-2.365696003634974176e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.918456289865964060e+00,8.915011487770463816e+00,7.212522131558941618e-01,-4.242234090454076956e+00,7.502950562839622251e+00,4.163358764441053572e-01,1.849966684315213161e+00,9.514282699895442619e+00,-8.687190804964279867e-01,-4.979304217402787947e-01,9.737763696514074141e+00,-2.702356426071518825e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.485178387870582206e+00,8.357833515852709283e+00,7.169416177043013150e-01,-4.354996742023457657e+00,7.866249059326460902e+00,4.539511114841797146e-01,2.008435123950624401e+00,9.459017758020756617e+00,-7.970183059139479553e-01,2.170105705286246855e-01,1.007512395240821768e+01,-3.103397274084853108e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.414807487980743073e+00,8.382972211212814884e+00,6.735890368965286035e-01,-4.484068138932667758e+00,7.807875222646491586e+00,4.579644849078856605e-01,2.773757570343409196e+00,9.078170272707115629e+00,-8.098273047931230373e-01,2.968871392074544646e-01,9.634519673797099060e+00,-3.096612342218037495e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.639458315114598719e+00,8.029242707722856309e+00,7.185384726256491827e-01,-4.114587526809708962e+00,7.822336224760225498e+00,5.128301715965493113e-01,3.142959254078212528e+00,9.160281254905342507e+00,-7.168716648395788704e-01,8.718668187452269791e-01,9.577604095359891545e+00,-3.674603403002164592e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.452889995495886044e+00,7.985453802281681668e+00,7.347113705529291217e-01,-3.875240459004412941e+00,7.766623811538732269e+00,4.774489649312282369e-01,3.118824855561052267e+00,8.979620262152609556e+00,-6.556419799790322855e-01,7.155807739989814564e-01,9.658301927991155722e+00,-4.111612378607674700e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.965743563215288425e+00,7.902017492478491612e+00,6.745720381922498676e-01,-4.325210514758149216e+00,7.796932581842465737e+00,5.244093288046751677e-01,3.439339390869453617e+00,9.053234906192203724e+00,-6.070295466327336742e-01,8.262316301595373780e-01,1.001651833076806852e+01,-4.595163717844474305e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.436812323940727332e+00,8.280849722572803273e+00,6.859296075005169024e-01,-4.197040450558706226e+00,7.940167471434258495e+00,5.034022814985823491e-01,2.311392025540792705e+00,9.176610584559950823e+00,-5.611347462555115184e-01,-1.971203162253499785e-01,9.844823931261560190e+00,-4.934877436555734631e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.605441661442169377e+00,8.474365394625825942e+00,6.613861961075429008e-01,-4.074121982388612118e+00,8.178521588831578981e+00,5.519191965398666522e-01,1.454137295251644701e+00,9.512143212535175252e+00,-5.102214761479364480e-01,-2.282613130279333991e-01,9.735579996946636783e+00,-4.915424531814179820e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.984473463243740188e+00,8.854010365487782863e+00,6.163395591732312440e-01,-4.033250350640345872e+00,7.948670669897619057e+00,5.430740249123232610e-01,8.383522365509603613e-01,9.547677797427303048e+00,-5.380807371462874578e-01,-1.225600375971665157e+00,9.525262278821312378e+00,-5.005880340695001429e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.258082403273463878e+00,8.798245810810751522e+00,5.980584590067457018e-01,-4.690183336244777124e+00,7.835763344529758534e+00,5.588286071567707403e-01,-8.255408465497617032e-02,9.780262206706057171e+00,-5.644147162496695458e-01,-1.502320136180826493e+00,9.789822948189584650e+00,-5.079938233175781415e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.838362176372095647e+00,8.792929741105329100e+00,5.465944558237152417e-01,-4.187451058141951954e+00,8.151017742668125621e+00,5.849716370547874966e-01,-2.884420103137257108e-02,9.986586984156337721e+00,-6.094022489965875700e-01,-1.471541966531484391e+00,9.025024943326387827e+00,-4.541375610409104091e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.660748092004528775e+00,8.456694514357570469e+00,5.348321789059136133e-01,-4.222375329370680497e+00,7.895632855726546495e+00,5.946587575973582007e-01,-1.125534507386591332e-02,9.752973279136988083e+00,-6.443949597402300888e-01,-1.911188080626049279e+00,9.723636825334887490e+00,-4.405224682967205929e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.690722038442584285e+00,8.489323796356217144e+00,4.696720552812786442e-01,-3.752485780456674913e+00,8.124464609596895315e+00,6.438354268449847373e-01,4.554337084004003167e-01,9.908146455352229154e+00,-6.508569715791403532e-01,-1.202231415065346587e+00,9.564596203503691996e+00,-4.155538211856053543e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.054000152660579559e+00,8.515232203827780566e+00,4.484877362910972831e-01,-3.821508520303900536e+00,8.034105285596702117e+00,6.399733804821992056e-01,6.683090690990384219e-01,9.721891304580159598e+00,-6.516326358479541669e-01,-9.583877514213799964e-01,9.666953850786429214e+00,-3.927805043284315900e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.127500064503280441e+00,8.595987154219560722e+00,4.677832717399281748e-01,-4.274781130436346999e+00,8.100429443153435827e+00,5.908560028335779757e-01,6.485702024364194962e-01,1.008321629616033732e+01,-6.773126676014155079e-01,-1.531197411557905452e+00,9.635462829414050745e+00,-3.995732079972806883e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.146354553124210973e+00,8.247596922880079617e+00,4.687576939840324419e-01,-3.495413325648492275e+00,7.994377234814037614e+00,6.895193123984071359e-01,3.914663544664264694e-01,9.930707681319132618e+00,-6.835466117249482387e-01,-1.136413185722215280e+00,9.692530880628609680e+00,-3.856101737324492684e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.445058812619250066e+00,8.528500567666728926e+00,3.902950052642862322e-01,-3.930280528275678087e+00,8.072439092203826050e+00,7.062390213598855881e-01,-1.181290413190390631e-01,9.786355325553364182e+00,-7.672980350091351820e-01,-1.928479389343286332e+00,9.650196196767922174e+00,-3.366707415873223530e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.003076557667148094e+00,8.315977583421078734e+00,3.762886858349631658e-01,-3.830069130920673803e+00,8.133097192283679888e+00,7.321910196631611356e-01,-2.791548996302239960e-03,9.793432503246958021e+00,-7.378828043143794702e-01,-1.600909492188644423e+00,9.624092122093355073e+00,-3.487063688447093468e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.836270458770079550e+00,8.647152980591886973e+00,3.240844494673645881e-01,-3.746751135587414350e+00,8.192949271169982950e+00,7.470963583127860907e-01,-3.315746615908728434e-01,9.898904406020113456e+00,-7.694438009217463570e-01,-1.375912122139369087e+00,9.885493568348108440e+00,-3.209141003047326079e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.979832866327885021e+00,8.069423167138426223e+00,3.040667771421675658e-01,-3.765989417840036158e+00,8.000035438870385818e+00,7.730953936491559153e-01,6.265410527631395388e-01,9.469223841841102995e+00,-7.582762689356772334e-01,-1.163479095011559217e+00,9.827779967756145041e+00,-3.384206156889355555e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.844916101056286006e+00,8.068368868951534267e+00,2.515551478818749964e-01,-3.653015477594713012e+00,8.298681643977023015e+00,7.472101852669967847e-01,1.024367759562844871e+00,9.757224250030002821e+00,-7.303158551577439983e-01,-4.506544335826009329e-01,9.976824700048460670e+00,-3.094605684689313296e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.998471139186986267e+00,8.005376367404521076e+00,2.709380158935849048e-01,-3.014442590613710227e+00,8.198293434219579012e+00,8.037231804569555660e-01,1.011304533274148154e+00,9.358189195645074676e+00,-7.192050730007673032e-01,-6.228411340504065308e-01,9.819780581909306250e+00,-3.284659738232048043e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.095129883733756415e+00,8.101783333422826416e+00,2.629552090638636042e-01,-3.422097055757733486e+00,8.647458452041377086e+00,8.436398096694364135e-01,7.654822303593126209e-01,9.499220655341787278e+00,-6.878231954767222156e-01,-6.959557664377781228e-01,9.790787218489830579e+00,-3.169441240426581485e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.078668583239958956e+00,7.777829641666892613e+00,2.099346403626787538e-01,-2.992862414704903440e+00,8.403923621100217289e+00,8.423168540017436090e-01,1.967921217546091950e-01,9.492854028848551451e+00,-6.710876915034681423e-01,-1.493728033631612551e+00,9.735440893868783974e+00,-3.530952173165392560e-01,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
